AccNo,Type,PhoneNo,CallTime,Duration
SA-0080-84-93,R,97312075,28/2/2012 18:51,482
SA-0182-19-79,R,92939732,14/10/2011 12:44,465
SA-0005-14-91,R,93184946,26/4/2011 9:51,550
SA-0279-91-74,R,97809164,21/1/2011 2:38,677
SA-0343-60-69,R,95593721,16/5/2011 11:18,583
SA-0112-53-34,R,98221059,29/11/2011 17:26,561
SA-0185-10-64,R,97293547,4/8/2012 19:15,107
SA-0252-71-33,R,97159605,28/2/2012 9:34,448
SA-0339-42-22,R,98435680,26/5/2011 13:26,627
SA-0185-10-64,R,99740704,26/3/2012 11:21,74
SA-0133-16-62,R,95664441,10/10/2011 5:52,539
SA-0055-36-68,R,95779452,3/10/2012 11:31,792
SA-0279-91-74,R,93162623,25/12/2011 1:11,483
SA-0252-71-33,R,90593699,13/12/2012 15:24,365
SA-0012-71-76,R,91308049,26/7/2012 7:26,403
SA-0252-71-33,R,90330940,26/2/2011 14:34,535
SA-0012-71-76,R,90636097,10/4/2012 16:01,484
SA-0414-86-48,R,92271240,29/12/2011 14:32,784
SA-0335-96-08,R,90026183,2/11/2011 4:35,690
SA-0185-10-64,R,99620119,5/6/2011 17:47,605
SA-0182-19-79,R,96997975,28/2/2012 19:39,215
SA-0187-35-19,R,96889579,20/11/2011 9:46,135
SA-0151-98-79,R,95332850,28/10/2011 15:25,158
SA-0361-84-31,R,91891892,19/1/2011 10:29,190
SA-0335-96-08,R,93885437,8/2/2012 3:00,427
SA-0187-35-19,R,91079151,20/6/2011 8:49,976
SA-0335-96-08,R,99372857,27/6/2011 0:26,232
SA-0303-06-26,R,99540557,12/1/2011 0:23,999
SA-0303-06-26,R,90729926,3/12/2012 7:19,81
SA-0414-20-79,R,99048647,25/6/2012 12:44,387
SA-0155-74-77,R,92526444,7/5/2011 3:06,61
SA-0033-12-88,R,98138680,4/4/2012 0:06,805
SA-0009-04-02,R,96293033,16/12/2011 20:48,362
SA-0133-16-62,R,92200786,6/10/2012 13:22,684
SA-0151-98-79,R,92484108,31/3/2012 13:53,589
SA-0147-43-82,R,94273305,29/11/2012 6:53,147
SA-0210-42-47,R,90619011,13/9/2012 7:46,867
SA-0033-12-88,R,93977670,7/6/2011 19:55,384
SA-0133-16-62,R,97787206,1/1/2012 23:34,668
SA-0303-06-26,R,98690995,14/3/2011 21:55,102
SA-0314-69-44,R,95062000,7/6/2011 16:39,569
SA-0147-43-82,R,98687977,23/3/2011 17:20,313
SA-0335-96-08,R,91555868,26/8/2011 9:15,768
SA-0220-48-64,R,94268313,22/5/2011 2:10,578
SA-0210-42-47,R,94698807,3/5/2012 8:56,477
SA-0185-59-07,R,96229752,7/7/2012 23:42,527
SA-0210-42-47,R,93684929,15/5/2011 18:55,144
SA-0314-69-44,R,95553987,24/7/2012 9:02,656
SA-0314-69-44,R,97587826,7/12/2011 1:35,315
SA-0343-60-69,R,95050162,25/8/2011 18:10,807
SA-0339-42-22,R,96011005,7/11/2012 11:48,942
SA-0185-10-64,R,93666459,17/7/2012 16:05,899
SA-0037-94-05,R,91413223,23/8/2012 4:17,637
SA-0339-42-22,R,92909188,30/7/2012 2:23,659
SA-0290-06-89,R,99811061,15/3/2012 0:32,608
SA-0005-14-91,R,92584540,24/4/2012 0:09,568
SA-0185-59-07,R,91174619,18/11/2012 4:01,219
SA-0303-06-26,R,97224305,23/2/2011 20:12,212
SA-0401-55-12,R,93871472,31/12/2012 7:24,706
SA-0185-10-64,R,93275938,13/8/2011 20:21,402
SA-0361-84-31,R,91084235,18/10/2012 2:28,847
SA-0187-35-19,R,95356933,24/3/2011 3:51,818
SA-0186-07-48,R,99926878,28/7/2011 5:27,947
SA-0145-41-01,R,92735334,23/5/2012 18:15,910
SA-0312-94-95,R,94721227,28/4/2012 15:40,708
SA-0279-91-74,R,94050149,2/6/2011 3:36,677
SA-0112-53-34,R,96925641,16/4/2012 9:30,902
SA-0144-10-84,R,92281722,20/10/2011 11:20,440
SA-0114-12-73,R,99331566,4/9/2011 17:20,90
SA-0303-06-26,R,91569546,25/5/2011 3:27,345
SA-0151-98-79,R,99867348,8/11/2011 19:51,856
SA-0185-59-07,R,96743033,30/8/2011 23:21,133
SA-0012-71-76,R,94009381,26/8/2012 9:54,479
SA-0092-93-02,R,90051485,7/9/2012 16:42,159
SA-0186-07-48,R,90407996,12/5/2012 9:28,513
SA-0133-16-62,R,91553023,8/11/2011 4:53,324
SA-0037-94-05,R,90144799,27/5/2011 16:20,718
SA-0005-14-91,R,98293599,15/2/2011 18:58,618
SA-0037-94-05,R,91948003,27/1/2012 11:27,942
SA-0335-96-08,R,91243377,3/11/2011 22:12,564
SA-0339-42-22,R,93150549,1/6/2012 21:18,813
SA-0005-14-91,R,96894662,12/3/2011 4:41,459
SA-0133-16-62,R,99021990,14/1/2011 22:33,875
SA-0249-45-54,R,90926824,13/7/2011 8:13,192
SA-0012-71-76,R,93377621,25/7/2012 8:53,298
SA-0312-94-95,R,93007145,4/12/2012 16:12,639
SA-0182-19-79,R,90081872,13/3/2012 4:54,511
SA-0037-94-05,R,90749051,18/5/2011 10:23,401
SA-0249-45-54,R,90236450,15/4/2011 9:01,69
SA-0339-42-22,R,95272109,8/2/2012 3:05,678
SA-0012-71-76,R,92460940,2/11/2012 2:29,136
SA-0147-43-82,R,98880813,8/3/2012 18:13,83
SA-0312-94-95,R,91770541,14/3/2011 11:58,835
SA-0033-12-88,R,95763051,3/9/2012 9:56,793
SA-0261-41-34,R,97387542,22/3/2012 8:00,283
SA-0187-35-19,R,91917393,1/4/2011 13:26,187
SA-0305-50-15,R,95005701,8/2/2012 5:34,327
SA-0151-98-79,R,95088275,23/8/2011 20:17,313
SA-0005-14-91,R,91610206,18/9/2011 23:23,83
SA-0107-05-98,R,96663964,29/11/2011 12:12,702
SA-0021-95-06,R,93512822,29/12/2012 0:14,824
SA-0290-06-89,R,91158915,12/10/2011 2:20,211
SA-0378-80-96,R,96697605,28/3/2012 23:57,971
SA-0335-96-08,R,95565541,2/7/2011 20:50,313
SA-0145-41-01,R,98668127,11/6/2011 8:35,76
SA-0147-43-82,R,98667839,3/10/2012 22:32,597
SA-0339-42-22,R,99429218,4/12/2012 18:07,724
SA-0210-42-47,R,96743981,4/8/2012 19:11,762
SA-0261-41-34,R,91714492,10/4/2011 9:02,572
SA-0227-78-67,R,95148796,28/1/2011 13:51,270
SA-0186-07-48,R,91326896,6/2/2011 0:02,498
SA-0012-71-76,R,91250712,10/9/2012 12:08,363
SA-0182-19-79,R,96944401,11/2/2012 21:49,100
SA-0263-79-37,R,94956776,17/3/2011 19:28,579
SA-0012-71-76,R,93571029,27/6/2011 14:47,502
SA-0151-98-79,R,98096166,21/1/2011 20:16,168
SA-0080-84-93,R,99684678,28/1/2011 20:50,418
SA-0063-02-33,R,97664997,2/8/2011 20:44,549
SA-0414-86-48,R,98979023,17/5/2012 6:22,291
SA-0220-61-46,R,96001562,12/1/2012 6:55,510
SA-0343-60-69,R,93908511,28/1/2012 23:45,604
SA-0414-20-79,R,94910500,4/11/2012 3:01,97
SA-0361-84-31,R,97758652,6/2/2011 18:50,423
SA-0186-07-48,R,94188785,24/4/2011 14:38,871
SA-0185-59-07,R,96727739,28/2/2012 13:52,708
SA-0186-07-48,R,92057617,4/7/2012 17:30,906
SA-0303-06-26,R,91812734,5/4/2012 10:30,835
SA-0220-48-64,R,92877622,26/5/2012 10:34,379
SA-0005-14-91,R,99865142,10/4/2011 2:31,776
SA-0107-05-98,R,96749106,6/7/2011 11:39,81
SA-0107-05-98,R,99985168,21/10/2012 10:57,900
SA-0050-81-89,R,94535079,26/9/2011 21:24,387
SA-0009-04-02,R,99694222,27/1/2011 4:36,646
SA-0312-94-95,R,91201953,26/7/2011 12:50,561
SA-0021-95-06,R,97216155,27/12/2011 5:39,95
SA-0182-19-79,R,97032796,24/10/2012 18:00,946
SA-0133-16-62,R,99505441,11/12/2012 7:34,286
SA-0012-71-76,R,97475996,20/2/2011 1:03,74
SA-0092-93-02,R,91158304,12/1/2011 8:29,360
SA-0112-53-34,R,91997026,5/11/2011 0:20,116
SA-0220-61-46,R,99615167,13/10/2011 12:24,322
SA-0261-41-34,R,98686068,26/6/2011 21:36,469
SA-0114-12-73,R,99209442,22/10/2012 11:22,231
SA-0112-53-34,R,98089990,28/6/2012 15:24,745
SA-0107-05-98,R,91194995,24/7/2012 8:20,435
SA-0055-36-68,R,96797624,11/12/2012 3:47,314
SA-0114-12-73,R,90144422,13/2/2012 17:59,280
SA-0133-16-62,R,95756802,15/7/2011 16:44,489
SA-0343-60-69,R,99633294,7/3/2011 10:54,94
SA-0112-53-34,R,94404119,20/11/2012 14:04,797
SA-0155-74-77,R,95016282,24/4/2012 0:06,919
SA-0182-19-79,R,95521746,27/7/2012 6:45,991
SA-0151-98-79,R,99155020,5/3/2011 4:52,548
SA-0112-53-34,R,94623844,14/1/2011 10:54,99
SA-0186-07-48,R,94786392,17/7/2012 17:55,75
SA-0210-42-47,R,93064345,21/9/2011 17:59,450
SA-0033-12-88,R,99294053,18/3/2011 0:17,430
SA-0361-84-31,R,97593298,16/3/2011 23:25,551
SA-0290-06-89,R,97218031,1/8/2011 7:22,732
SA-0249-45-54,R,96610023,20/11/2011 7:49,968
SA-0378-80-96,R,92687921,1/6/2011 0:47,545
SA-0185-10-64,R,91680926,21/6/2011 23:22,290
SA-0133-16-62,R,99166302,3/9/2011 17:26,575
SA-0378-80-96,R,90852805,8/12/2011 7:38,710
SA-0220-61-46,R,99802884,29/8/2012 5:13,254
SA-0012-71-76,R,99909519,14/7/2011 5:38,424
SA-0092-93-02,R,98405334,18/1/2011 20:15,184
SA-0414-86-48,R,94767547,21/4/2012 16:00,205
SA-0339-42-22,R,91387353,12/2/2011 12:30,105
SA-0222-28-58,R,90565174,28/9/2012 2:18,755
SA-0145-41-01,R,93130274,31/12/2011 3:02,203
SA-0063-02-33,R,93662546,8/3/2011 11:50,354
SA-0021-95-06,R,92227852,3/4/2011 7:46,175
SA-0185-10-64,R,92081488,7/6/2012 7:36,783
SA-0144-10-84,R,93772100,13/8/2012 1:38,596
SA-0343-60-69,R,99159760,29/4/2012 0:03,957
SA-0021-95-06,R,99811030,24/4/2011 21:00,393
SA-0279-91-74,R,98591735,19/6/2012 19:18,951
SA-0343-60-69,R,92340789,6/8/2012 20:11,485
SA-0009-04-02,R,91079689,15/4/2011 21:49,759
SA-0037-94-05,R,97066465,22/2/2012 11:32,868
SA-0185-10-64,R,97768116,6/12/2011 6:17,249
SA-0202-82-34,R,94994626,28/12/2012 14:48,808
SA-0033-12-88,R,92458351,25/2/2011 5:23,560
SA-0249-45-54,R,99171262,3/1/2012 9:56,349
SA-0305-50-15,R,91226777,19/6/2012 17:27,780
SA-0263-79-37,R,98406735,30/8/2012 20:20,335
SA-0314-69-44,R,96653566,9/3/2012 9:07,526
SA-0012-71-76,R,93003663,19/11/2012 10:35,273
SA-0202-82-34,R,91865887,6/5/2012 7:00,894
SA-0144-10-84,R,92687425,6/4/2012 4:41,799
SA-0227-78-67,R,99588709,19/11/2012 2:42,458
SA-0305-50-15,R,92019672,12/10/2012 21:25,534
SA-0401-55-12,R,90758474,28/6/2012 6:31,341
SA-0186-07-48,R,93014423,12/11/2012 21:04,816
SA-0055-36-68,R,91822621,13/8/2011 9:26,358
SA-0227-78-67,R,96544982,23/4/2011 8:54,744
SA-0145-41-01,R,97909001,13/7/2012 21:46,587
SA-0335-96-08,R,93159340,19/3/2011 23:02,359
SA-0012-71-76,R,97609586,2/5/2012 10:15,458
SA-0114-12-73,R,91109766,2/3/2011 18:19,894
SA-0312-94-95,R,91264989,18/11/2011 13:36,617
SA-0279-91-74,R,95078673,27/6/2011 3:29,821
SA-0005-14-91,R,94822477,7/5/2011 11:23,845
SA-0182-19-79,R,99247910,8/9/2011 1:28,958
SA-0414-86-48,R,99083659,6/8/2012 14:31,516
SA-0187-35-19,R,92191558,29/5/2012 0:26,383
SA-0261-41-34,R,92054005,19/2/2012 9:51,369
SA-0112-53-34,R,96874483,15/9/2011 15:12,531
SA-0107-05-98,R,96415832,4/8/2011 17:03,80
SA-0182-19-79,R,96847029,30/10/2011 15:54,651
SA-0012-71-76,R,95006498,8/2/2011 3:11,306
SA-0210-42-47,R,91226802,15/9/2011 21:20,875
SA-0021-95-06,R,93405846,16/7/2012 19:58,400
SA-0227-78-67,R,93566040,3/6/2011 1:57,299
SA-0151-98-79,R,97532221,6/1/2012 21:55,427
SA-0151-98-79,R,97317379,6/2/2011 21:48,701
SA-0343-60-69,R,91125758,8/6/2011 15:19,286
SA-0202-82-34,R,93277620,23/2/2011 23:30,272
SA-0279-91-74,R,94543224,24/2/2012 20:19,771
SA-0252-71-33,R,97704600,23/7/2011 4:32,928
SA-0335-96-08,R,94772579,9/8/2011 22:26,919
SA-0378-80-96,R,92052643,17/7/2011 21:43,520
SA-0305-50-15,R,91836897,28/12/2012 7:36,883
SA-0227-78-67,R,92714939,2/4/2012 18:41,980
SA-0080-84-93,R,90061873,30/7/2011 15:58,474
SA-0401-55-12,R,96929912,29/5/2012 22:32,856
SA-0290-06-89,R,95478967,6/2/2012 7:02,363
SA-0186-07-48,R,95420488,13/11/2012 2:50,257
SA-0186-07-48,R,93281575,31/8/2011 15:58,642
SA-0182-19-79,R,94287754,19/4/2012 14:25,618
SA-0050-81-89,R,97674161,24/11/2011 2:41,341
SA-0138-33-52,R,92737016,20/6/2011 4:56,867
SA-0261-41-34,R,99281636,16/1/2011 15:04,169
SA-0361-84-31,R,92377869,23/3/2012 10:54,610
SA-0138-33-52,R,98630503,31/12/2011 11:45,302
SA-0033-12-88,R,92262512,20/4/2012 2:35,769
SA-0361-84-31,R,93375871,14/3/2011 3:13,114
SA-0055-36-68,R,98077735,23/11/2012 9:55,71
SA-0343-60-69,R,98595286,24/5/2011 13:04,426
SA-0151-98-79,R,91214817,23/1/2012 18:39,925
SA-0138-33-52,R,91939595,10/10/2011 5:42,648
SA-0343-60-69,R,96723567,28/5/2012 13:10,979
SA-0185-10-64,R,93911604,8/8/2012 5:00,512
SA-0210-42-47,R,94090958,27/3/2012 7:05,963
SA-0339-42-22,R,90268974,13/4/2012 17:02,231
SA-0155-74-77,R,92270158,28/10/2011 12:08,704
SA-0227-78-67,R,95046781,14/2/2011 9:32,499
SA-0290-06-89,R,92668383,1/11/2012 2:26,484
SA-0021-95-06,R,92457566,16/12/2012 22:50,342
SA-0080-84-93,R,99704338,6/4/2011 17:26,379
SA-0249-45-54,R,92809269,13/7/2011 17:50,919
SA-0263-79-37,R,95563020,17/10/2011 4:06,261
SA-0249-45-54,R,96567714,11/11/2012 17:43,743
SA-0186-07-48,R,94680369,3/10/2011 22:09,251
SA-0312-94-95,R,93167128,30/10/2012 17:14,908
SA-0222-28-58,R,94800799,24/11/2012 20:05,750
SA-0263-79-37,R,91774062,1/4/2012 2:18,836
SA-0114-12-73,R,97927501,9/7/2011 11:21,721
SA-0210-42-47,R,99824246,14/7/2011 5:25,615
SA-0222-28-58,R,92690961,22/6/2011 8:41,966
SA-0261-41-34,R,91161857,10/8/2011 16:19,983
SA-0290-06-89,R,93011144,18/12/2011 4:14,935
SA-0314-69-44,R,90073788,17/11/2011 22:38,655
SA-0050-81-89,R,98473299,26/11/2011 6:59,947
SA-0012-71-76,R,95912820,29/11/2012 4:52,948
SA-0312-94-95,R,93794446,14/6/2011 10:27,517
SA-0187-35-19,R,93455459,18/5/2012 21:16,623
SA-0033-12-88,R,94341797,26/6/2011 17:44,399
SA-0155-74-77,R,91326503,24/1/2011 5:23,400
SA-0185-59-07,R,91622875,19/8/2011 23:05,710
SA-0249-45-54,R,92560397,30/5/2011 1:52,246
SA-0202-82-34,R,95492796,24/10/2012 17:25,438
SA-0063-02-33,R,96228387,16/6/2012 2:22,471
SA-0210-42-47,R,93891369,25/2/2011 19:36,726
SA-0182-19-79,R,98781282,10/9/2012 16:23,731
SA-0107-05-98,R,91613962,25/11/2012 0:56,437
SA-0252-71-33,R,95448384,6/1/2012 5:10,961
SA-0037-94-05,R,91928845,7/5/2011 0:41,942
SA-0227-78-67,R,99955506,25/1/2011 13:23,813
SA-0220-61-46,R,98853801,12/10/2011 18:12,151
SA-0063-02-33,R,95132441,3/10/2012 20:20,857
SA-0182-19-79,R,99271289,12/3/2012 16:36,954
SA-0222-28-58,R,93213688,8/11/2011 12:43,503
SA-0107-05-98,R,90283918,15/9/2012 11:38,885
SA-0037-94-05,R,98787281,12/11/2011 20:11,103
SA-0080-84-93,R,91828135,31/8/2011 16:09,792
SA-0185-59-07,R,95127481,15/11/2011 21:50,74
SA-0414-20-79,R,93141071,16/9/2011 20:06,843
SA-0112-53-34,R,90727787,25/4/2011 14:31,748
SA-0312-94-95,R,96891181,14/10/2012 9:46,604
SA-0312-94-95,R,95106804,28/6/2011 14:56,981
SA-0080-84-93,R,99547522,6/12/2011 5:30,430
SA-0303-06-26,R,92503264,27/8/2011 8:13,712
SA-0147-43-82,R,96187889,25/9/2011 1:11,982
SA-0252-71-33,R,97087687,20/11/2012 4:33,366
SA-0182-19-79,R,96367312,1/7/2012 20:39,859
SA-0114-12-73,R,95140522,16/3/2011 8:41,376
SA-0414-20-79,R,99529930,20/10/2011 12:16,211
SA-0055-36-68,R,98383430,19/2/2012 11:52,533
SA-0182-19-79,R,99556445,19/10/2011 10:08,65
SA-0050-81-89,R,98733704,9/6/2011 12:34,74
SA-0182-19-79,R,96205464,3/10/2012 9:14,68
SA-0339-42-22,R,99631104,19/8/2012 6:53,210
SA-0378-80-96,R,90312871,21/8/2011 16:43,359
SA-0055-36-68,R,99688910,4/9/2012 10:35,605
SA-0339-42-22,R,98381533,26/8/2011 12:58,531
SA-0080-84-93,R,91843935,9/8/2012 19:28,747
SA-0050-81-89,R,92658974,26/7/2011 20:55,678
SA-0155-74-77,R,98884003,23/9/2011 22:59,647
SA-0186-07-48,R,96585798,25/3/2012 0:47,852
SA-0063-02-33,R,91633677,28/12/2012 2:23,810
SA-0185-59-07,R,96435640,15/8/2011 11:22,862
SA-0133-16-62,R,90681852,2/4/2012 5:55,267
SA-0227-78-67,R,98821415,25/12/2012 7:34,191
SA-0012-71-76,R,92636356,29/10/2011 2:52,97
SA-0249-45-54,R,98098972,7/5/2011 7:02,407
SA-0114-12-73,R,92298419,17/7/2011 2:34,699
SA-0092-93-02,R,99053649,31/7/2011 14:59,71
SA-0107-05-98,R,97027676,25/10/2011 22:08,786
SA-0151-98-79,R,97338379,15/3/2012 6:50,903
SA-0361-84-31,R,98573710,17/6/2011 8:14,651
SA-0263-79-37,R,99154511,2/8/2012 12:56,688
SA-0222-28-58,R,90603187,15/7/2011 20:31,602
SA-0050-81-89,R,93555755,20/8/2011 4:19,456
SA-0147-43-82,R,94386192,15/1/2011 12:04,84
SA-0114-12-73,R,90340895,28/6/2011 6:42,678
SA-0335-96-08,R,95593586,13/6/2011 12:17,779
SA-0033-12-88,R,92219197,6/12/2011 13:19,101
SA-0361-84-31,R,90924994,14/9/2012 11:32,207
SA-0080-84-93,R,91424498,28/3/2011 11:03,474
SA-0009-04-02,R,98237025,10/4/2011 6:58,926
SA-0005-14-91,R,99985741,8/9/2012 14:04,330
SA-0261-41-34,R,98279226,12/4/2011 8:13,400
SA-0182-19-79,R,97559225,4/11/2012 3:17,500
SA-0185-59-07,R,92811000,22/9/2011 21:30,448
SA-0187-35-19,R,94878364,8/4/2012 23:06,430
SA-0220-61-46,R,99311556,18/10/2011 18:17,597
SA-0261-41-34,R,93615742,10/2/2011 6:56,840
SA-0252-71-33,R,98068930,24/5/2011 17:48,828
SA-0414-86-48,R,91487717,28/6/2012 9:46,769
SA-0303-06-26,R,90717511,25/8/2012 4:26,548
SA-0092-93-02,R,96700347,14/12/2011 15:44,610
SA-0414-20-79,R,90389502,17/5/2012 20:18,801
SA-0220-48-64,R,97952979,8/1/2011 23:02,285
SA-0187-35-19,R,98483740,16/9/2011 1:14,278
SA-0021-95-06,R,98560262,19/8/2012 23:14,487
SA-0114-12-73,R,93007323,10/2/2011 9:36,365
SA-0303-06-26,R,94500644,12/4/2012 19:46,584
SA-0220-48-64,R,97239511,12/12/2011 4:45,535
SA-0361-84-31,R,95096923,22/3/2011 12:35,130
SA-0144-10-84,R,91883756,19/7/2012 12:06,98
SA-0414-86-48,R,96950014,7/3/2011 15:26,130
SA-0361-84-31,R,98462097,18/5/2012 23:13,801
SA-0339-42-22,R,94610264,21/6/2011 4:10,174
SA-0182-19-79,R,97683139,21/1/2012 20:23,94
SA-0414-20-79,R,91588488,4/1/2012 15:27,760
SA-0401-55-12,R,96443085,6/6/2011 17:02,310
SA-0037-94-05,R,96890329,16/11/2011 22:05,477
SA-0401-55-12,R,99894293,29/7/2011 11:31,588
SA-0155-74-77,R,95716127,10/6/2011 5:18,620
SA-0145-41-01,R,92324307,20/5/2012 10:18,474
SA-0186-07-48,R,94372122,28/7/2011 8:48,604
SA-0107-05-98,R,94357526,24/4/2011 16:38,696
SA-0401-55-12,R,93831712,18/7/2011 19:58,69
SA-0063-02-33,R,99797520,28/4/2011 2:50,968
SA-0021-95-06,R,90475258,27/12/2011 13:06,126
SA-0303-06-26,R,92021951,24/6/2012 1:57,127
SA-0220-48-64,R,98502866,29/2/2012 21:58,892
SA-0210-42-47,R,94049096,1/2/2011 14:58,734
SA-0335-96-08,R,94086568,25/5/2011 11:50,324
SA-0314-69-44,R,91738129,1/11/2012 11:15,619
SA-0335-96-08,R,93607150,30/11/2011 6:57,504
SA-0009-04-02,R,98544893,12/2/2012 15:06,238
SA-0186-07-48,R,99810778,2/4/2011 13:30,180
SA-0092-93-02,R,99793803,15/8/2011 9:16,892
SA-0005-14-91,R,96813357,6/2/2012 17:31,716
SA-0361-84-31,R,98284783,22/4/2011 6:19,624
SA-0145-41-01,R,96092261,1/7/2011 3:42,741
SA-0314-69-44,R,97038427,17/8/2012 12:10,572
SA-0182-19-79,R,95673644,6/4/2012 8:55,979
SA-0185-10-64,R,99795962,23/5/2011 16:56,815
SA-0114-12-73,R,96531209,10/9/2011 9:14,190
SA-0114-12-73,R,98959243,20/4/2012 15:41,127
SA-0050-81-89,R,92038997,3/2/2011 10:16,750
SA-0005-14-91,R,99995541,29/12/2011 16:28,633
SA-0343-60-69,R,93253098,11/2/2011 5:57,989
SA-0114-12-73,R,96689738,4/6/2012 19:44,751
SA-0012-71-76,R,92372034,27/4/2011 23:39,872
SA-0252-71-33,R,96236609,1/10/2012 18:16,138
SA-0147-43-82,R,94484385,19/10/2012 0:13,175
SA-0305-50-15,R,97785147,31/8/2012 7:23,636
SA-0092-93-02,R,97864625,15/9/2012 14:42,467
SA-0279-91-74,R,93991340,11/7/2012 6:30,457
SA-0279-91-74,R,98329008,4/1/2012 18:02,596
SA-0335-96-08,R,98594310,11/12/2012 2:05,921
SA-0080-84-93,R,98035554,28/10/2011 16:46,253
SA-0055-36-68,R,99698887,21/10/2012 6:05,359
SA-0378-80-96,R,94685545,27/1/2012 21:03,230
SA-0005-14-91,R,96836692,30/7/2011 17:56,313
SA-0185-59-07,R,92372027,19/3/2012 17:14,407
SA-0185-59-07,R,96278724,19/11/2011 2:31,265
SA-0080-84-93,R,97232197,14/1/2011 10:35,125
SA-0050-81-89,R,95656646,14/5/2012 10:14,458
SA-0414-86-48,R,93326978,11/4/2012 2:50,68
SA-0303-06-26,R,93307648,7/8/2011 13:19,943
SA-0335-96-08,R,90991363,6/3/2012 23:59,90
SA-0335-96-08,R,92563033,14/10/2011 16:02,968
SA-0261-41-34,R,99620357,5/10/2012 1:03,834
SA-0249-45-54,R,99698659,7/6/2011 6:37,883
SA-0303-06-26,R,95915856,5/5/2012 11:23,269
SA-0279-91-74,R,91911648,22/5/2011 13:07,447
SA-0005-14-91,R,96814141,23/8/2011 0:08,197
SA-0249-45-54,R,91920409,21/1/2012 2:24,423
SA-0263-79-37,R,98614685,3/6/2012 3:37,557
SA-0220-61-46,R,99304480,12/1/2012 13:40,764
SA-0187-35-19,R,98534388,23/10/2012 23:53,593
SA-0227-78-67,R,90421595,27/2/2011 17:06,117
SA-0305-50-15,R,98975378,2/9/2012 13:24,964
SA-0314-69-44,R,97686893,30/4/2011 9:28,602
SA-0378-80-96,R,94601007,16/3/2011 20:31,272
SA-0021-95-06,R,98695516,7/9/2011 9:23,899
SA-0185-59-07,R,99630643,22/12/2011 5:43,255
SA-0222-28-58,R,90176597,26/3/2011 1:36,824
SA-0414-86-48,R,94754456,30/5/2011 9:41,229
SA-0063-02-33,R,96368549,13/6/2012 11:57,291
SA-0092-93-02,R,99589196,8/9/2011 0:04,339
SA-0279-91-74,R,99840154,17/9/2012 15:08,457
SA-0155-74-77,R,98116545,6/11/2012 8:16,454
SA-0114-12-73,R,99086729,16/7/2011 5:19,109
SA-0343-60-69,R,92786382,2/4/2011 21:30,322
SA-0401-55-12,R,91125590,3/3/2011 12:08,506
SA-0210-42-47,R,96670218,11/5/2011 11:41,661
SA-0290-06-89,R,93675119,4/5/2011 9:58,995
SA-0305-50-15,R,92108940,20/4/2012 18:44,133
SA-0145-41-01,R,93613748,4/6/2012 22:12,929
SA-0107-05-98,R,93547632,27/5/2011 16:35,207
SA-0361-84-31,R,95336416,27/2/2012 4:30,636
SA-0290-06-89,R,98896491,19/1/2012 13:36,870
SA-0220-48-64,R,91185987,17/2/2012 18:43,882
SA-0114-12-73,R,99843293,5/8/2011 20:02,339
SA-0249-45-54,R,98216485,12/12/2011 7:04,637
SA-0012-71-76,R,95598327,6/3/2011 8:00,190
SA-0155-74-77,R,90361629,18/8/2011 19:03,626
SA-0005-14-91,R,92455205,16/4/2011 19:57,266
SA-0144-10-84,R,96688982,9/8/2012 10:08,359
SA-0335-96-08,R,92748379,4/6/2012 14:08,332
SA-0210-42-47,R,96628584,5/8/2011 14:31,522
SA-0335-96-08,R,95030846,28/5/2012 8:14,981
SA-0249-45-54,R,98020224,28/2/2011 12:19,683
SA-0263-79-37,R,90376888,1/12/2011 14:09,906
SA-0012-71-76,R,96055787,22/11/2012 20:47,809
SA-0182-19-79,R,91948655,15/6/2011 14:43,791
SA-0222-28-58,R,91594856,17/10/2011 4:26,436
SA-0186-07-48,R,99261573,23/2/2012 0:04,320
SA-0151-98-79,R,96730907,16/6/2012 12:51,582
SA-0187-35-19,R,95994252,31/5/2011 20:03,185
SA-0050-81-89,R,92414345,16/9/2011 8:10,445
SA-0133-16-62,R,93845828,4/10/2011 16:19,611
SA-0279-91-74,R,95888414,10/11/2011 21:27,304
SA-0414-20-79,R,92549236,20/12/2012 12:16,909
SA-0210-42-47,R,96222843,7/9/2011 15:28,217
SA-0210-42-47,R,92784170,16/11/2012 10:26,452
SA-0080-84-93,R,91704840,7/10/2012 19:22,193
SA-0220-48-64,R,98889469,24/5/2011 2:50,633
SA-0414-86-48,R,93950812,29/1/2012 16:13,528
SA-0145-41-01,R,97641907,24/11/2012 1:12,308
SA-0303-06-26,R,98607315,11/3/2012 9:25,943
SA-0261-41-34,R,95969510,12/7/2011 12:16,543
SA-0145-41-01,R,95353829,30/8/2012 0:57,141
SA-0182-19-79,R,98191164,9/3/2011 12:49,626
SA-0312-94-95,R,97580696,4/12/2012 22:45,603
SA-0151-98-79,R,95423004,13/7/2011 21:22,821
SA-0033-12-88,R,96656662,2/8/2011 3:44,74
SA-0335-96-08,R,93419989,13/7/2012 19:27,241
SA-0009-04-02,R,96284672,18/8/2011 8:47,663
SA-0378-80-96,R,90310878,25/5/2012 11:32,203
SA-0005-14-91,R,91509617,27/3/2011 21:31,875
SA-0252-71-33,R,90937191,6/12/2012 4:48,792
SA-0249-45-54,R,96374685,13/7/2011 21:09,938
SA-0145-41-01,R,94401277,16/4/2012 0:46,527
