AccNo,Type,PhoneNo,CallTime,Duration
SA-0249-45-54,L,60592086,2011-04-24 01:44:27,604
SA-0202-82-34,L,65641836,2011-07-29 07:05:46,330
SA-0112-53-34,L,62203219,2011-10-07 09:25:52,88
SA-0414-86-48,L,61474842,2011-03-27 14:18:29,804
SA-0261-41-34,L,68299725,2011-12-22 03:21:54,940
SA-0063-02-33,L,66241028,2011-07-19 04:13:30,825
SA-0220-61-46,L,68553019,2012-12-14 14:08:50,951
SA-0335-96-08,L,61954858,2012-12-08 12:51:09,199
SA-0261-41-34,L,61129710,2012-06-08 00:11:39,604
SA-0279-91-74,L,65416421,2011-06-20 19:58:25,188
SA-0151-98-79,L,68065911,2011-03-19 13:39:29,813
SA-0303-06-26,L,67485705,2011-03-08 04:13:08,461
SA-0033-12-88,L,63083762,2012-11-09 23:51:22,766
SA-0092-93-02,L,60208074,2011-10-31 23:06:04,665
SA-0222-28-58,L,60893028,2012-07-03 07:29:58,712
SA-0182-19-79,L,61403085,2012-09-03 02:18:37,708
SA-0133-16-62,L,64561972,2011-12-15 16:18:55,773
SA-0182-19-79,L,61468002,2012-03-02 16:32:04,724
SA-0303-06-26,L,63035364,2011-04-24 17:32:36,873
SA-0343-60-69,L,61534487,2012-07-01 14:41:45,595
SA-0033-12-88,L,67810902,2012-01-23 08:13:56,779
SA-0335-96-08,L,65936599,2012-10-19 18:55:06,462
SA-0151-98-79,L,67358242,2012-07-12 22:49:56,617
SA-0220-48-64,L,67915972,2011-10-25 18:59:34,430
SA-0005-14-91,L,64819229,2011-04-25 05:03:28,906
SA-0252-71-33,L,62169005,2012-12-17 14:07:14,641
SA-0305-50-15,L,67463827,2011-05-26 02:21:21,512
SA-0186-07-48,L,65430139,2012-09-29 02:27:14,618
SA-0144-10-84,L,60282272,2011-01-12 04:20:50,668
SA-0202-82-34,L,65982735,2012-04-23 08:14:07,136
SA-0021-95-06,L,69386018,2011-06-09 09:29:57,532
SA-0185-10-64,L,66782391,2012-10-02 02:46:13,951
SA-0050-81-89,L,60740672,2011-03-07 14:45:59,274
SA-0227-78-67,L,60565454,2011-11-18 15:30:44,848
SA-0335-96-08,L,61569481,2012-07-18 02:43:34,467
SA-0186-07-48,L,63449591,2011-07-21 06:13:29,377
SA-0339-42-22,L,68846019,2012-08-07 19:02:08,435
SA-0303-06-26,L,65987227,2011-04-01 04:23:33,502
SA-0252-71-33,L,63671636,2011-09-17 05:54:25,395
SA-0138-33-52,L,68411846,2011-03-30 22:24:53,983
SA-0401-55-12,L,63288138,2011-12-29 07:22:06,564
SA-0378-80-96,L,68400779,2012-03-07 02:34:14,367
SA-0107-05-98,L,64092331,2012-05-28 19:01:40,445
SA-0009-04-02,L,63692700,2012-03-09 09:50:13,780
SA-0222-28-58,L,60636033,2012-12-24 14:38:12,934
SA-0182-19-79,L,69623387,2011-10-31 22:39:56,762
SA-0252-71-33,L,67855717,2012-01-17 22:43:11,637
SA-0339-42-22,L,61092132,2012-09-29 08:47:58,764
SA-0202-82-34,L,66457300,2011-10-25 11:55:26,591
SA-0186-07-48,L,69755973,2011-12-12 08:00:39,416
SA-0343-60-69,L,64262318,2012-11-04 18:47:26,89
SA-0249-45-54,L,60518106,2012-10-20 04:55:29,373
SA-0314-69-44,L,67404266,2012-10-17 14:17:50,89
SA-0050-81-89,L,63775196,2012-05-05 11:33:19,475
SA-0063-02-33,L,62730449,2012-01-04 12:21:18,296
SA-0009-04-02,L,62409564,2012-10-27 14:20:23,650
SA-0210-42-47,L,68502970,2012-09-07 16:43:53,294
SA-0222-28-58,L,61132752,2011-06-13 06:27:29,93
SA-0339-42-22,L,66502204,2011-06-21 07:32:25,916
SA-0312-94-95,L,68068992,2011-09-27 04:11:17,700
SA-0186-07-48,L,69418333,2012-09-04 04:09:19,860
SA-0092-93-02,L,68835346,2012-09-21 11:45:46,128
SA-0151-98-79,L,60364940,2011-04-16 02:28:06,129
SA-0252-71-33,L,68804576,2011-03-25 13:11:18,516
SA-0012-71-76,L,67523418,2011-06-22 09:11:54,550
SA-0249-45-54,L,62815139,2012-10-31 08:46:48,438
SA-0339-42-22,L,66236789,2012-06-15 02:19:11,613
SA-0261-41-34,L,67519682,2011-08-10 21:54:09,340
SA-0185-59-07,L,65555659,2012-11-23 16:11:58,176
SA-0343-60-69,L,68263438,2011-08-08 21:34:06,269
SA-0182-19-79,L,64421966,2012-01-12 16:04:14,704
SA-0147-43-82,L,65796429,2011-06-29 20:28:48,630
SA-0339-42-22,L,65621307,2012-12-11 14:47:43,713
SA-0249-45-54,L,61244996,2012-02-23 23:40:55,276
SA-0080-84-93,L,64997196,2012-08-13 06:27:40,954
SA-0202-82-34,L,64848348,2011-02-25 19:14:29,404
SA-0009-04-02,L,62853142,2011-10-30 00:12:40,364
SA-0261-41-34,L,60597702,2011-06-25 01:23:26,906
SA-0343-60-69,L,66776965,2012-03-10 10:01:22,166
SA-0151-98-79,L,66049888,2012-02-25 14:43:56,663
SA-0005-14-91,L,60417426,2012-05-13 11:24:41,720
SA-0263-79-37,L,61249137,2012-12-04 05:36:45,856
SA-0305-50-15,L,62716860,2012-12-07 08:17:33,372
SA-0305-50-15,L,68916499,2011-09-14 00:22:20,436
SA-0107-05-98,L,64801436,2012-03-27 02:39:12,656
SA-0290-06-89,L,63821965,2011-10-26 23:52:01,872
SA-0055-36-68,I,60-01237056613,2012-07-23 11:20:25,676
SA-0151-98-79,I,60-01907484409,2011-12-25 00:28:18,258
SA-0145-41-01,I,60-01296133968,2011-06-14 06:33:07,318
SA-0261-41-34,I,60-01049473634,2012-11-15 18:54:28,859
SA-0144-10-84,I,60-01386766398,2012-08-23 07:44:56,354
SA-0303-06-26,I,60-01471487470,2011-06-24 08:01:31,842
SA-0138-33-52,I,60-01847915771,2011-07-25 18:07:48,574
SA-0107-05-98,I,60-01416458862,2011-04-30 13:54:38,500
SA-0155-74-77,I,60-01166613878,2011-12-13 03:09:32,170
SA-0210-42-47,I,60-01271538493,2011-11-08 00:23:16,403
SA-0092-93-02,I,60-01903686931,2011-09-24 05:19:33,324
SA-0312-94-95,I,60-01053010205,2012-03-06 15:28:11,543
SA-0063-02-33,I,60-01535205938,2011-01-22 03:13:17,179
SA-0182-19-79,I,60-01865844753,2012-06-23 10:23:03,913
SA-0092-93-02,I,60-01481726379,2011-02-12 08:02:43,848
SA-0401-55-12,I,60-01911440808,2011-01-23 06:30:55,678
SA-0147-43-82,I,60-01628748325,2011-01-29 13:09:45,537
SA-0021-95-06,I,60-01384263187,2011-03-07 18:29:32,579
SA-0343-60-69,I,60-01394839270,2012-09-01 18:44:48,620
SA-0343-60-69,I,60-01872916392,2011-12-05 12:19:49,774
SA-0414-20-79,I,60-01777374416,2011-01-03 14:38:18,181
SA-0151-98-79,I,60-01677766904,2011-03-12 20:07:10,104
SA-0202-82-34,I,60-01585119167,2011-11-16 14:04:07,361
SA-0290-06-89,I,60-01997725352,2011-11-19 20:21:38,446
SA-0182-19-79,I,60-01759218398,2012-03-03 03:15:49,108
SA-0249-45-54,I,60-01880196380,2011-05-12 10:54:23,885
SA-0182-19-79,I,60-01206493769,2012-12-17 04:39:21,246
SA-0343-60-69,I,60-01317140551,2011-05-08 00:55:17,142
SA-0305-50-15,I,60-01860193146,2011-12-18 16:43:46,588
SA-0144-10-84,I,60-01521750571,2011-08-19 18:11:50,678
SA-0133-16-62,I,60-01228142898,2012-03-26 18:54:44,278
SA-0037-94-05,I,60-01391448315,2012-12-18 17:41:08,536
SA-0055-36-68,I,60-01409196027,2011-08-26 14:38:57,101
SA-0080-84-93,I,60-01701282150,2011-10-10 14:04:15,619
SA-0055-36-68,I,60-01291722031,2011-12-14 07:34:02,792
SA-0055-36-68,I,60-01802901551,2011-03-29 12:55:39,604
SA-0210-42-47,I,60-01715939620,2011-05-04 08:45:10,954
SA-0009-04-02,I,60-01779293962,2012-06-23 00:58:35,161
SA-0145-41-01,I,60-01407068619,2012-11-23 08:36:59,574
SA-0339-42-22,I,60-01007226760,2012-05-10 15:52:37,275
SA-0112-53-34,I,60-01135984770,2011-01-29 20:52:55,703
SA-0414-20-79,I,60-01346811446,2012-10-27 11:35:53,818
SA-0227-78-67,I,60-01245208734,2012-05-05 13:50:07,258
SA-0138-33-52,I,60-01288908780,2011-09-10 05:23:49,467
SA-0210-42-47,I,60-01125282687,2012-01-31 22:45:24,432
SA-0151-98-79,I,60-01070206234,2012-12-16 12:49:23,829
SA-0312-94-95,I,60-01646226432,2012-02-17 05:13:40,340
SA-0185-59-07,I,60-01848322472,2012-01-10 18:24:20,814
SA-0220-61-46,I,60-01418584660,2011-02-25 16:47:16,320
SA-0335-96-08,I,60-01892121148,2012-05-24 05:25:08,863
SA-0279-91-74,I,60-01760698952,2011-05-20 16:55:30,963
SA-0220-61-46,I,60-01635562567,2011-05-01 15:42:38,790
SA-0220-48-64,I,60-01731884111,2011-12-22 15:41:08,797
SA-0339-42-22,I,60-01309817271,2012-03-04 15:58:10,981
SA-0220-61-46,I,60-01727398501,2011-09-16 00:51:49,623
SA-0050-81-89,I,60-01970774003,2012-05-13 18:38:47,723
SA-0202-82-34,I,60-01976835167,2011-10-08 17:30:34,477
SA-0138-33-52,I,60-01308433707,2011-11-14 13:55:06,335
SA-0112-53-34,I,60-01108620566,2011-07-15 18:36:58,94
SA-0263-79-37,I,60-01441352037,2011-12-20 00:45:31,852
SA-0151-98-79,I,60-01941065869,2012-03-24 01:44:11,950
SA-0037-94-05,I,60-01486202034,2012-02-24 06:30:28,622
SA-0005-14-91,I,60-01851865852,2012-04-19 08:15:36,669
SA-0414-86-48,I,60-01139585859,2012-03-16 06:14:13,922
SA-0155-74-77,I,60-01522798636,2012-09-02 17:17:16,520
SA-0227-78-67,I,60-01404904263,2011-09-05 03:55:15,240
SA-0378-80-96,I,60-01678247982,2012-09-11 06:32:48,243
SA-0009-04-02,I,60-01986356944,2011-06-06 02:19:44,646
SA-0147-43-82,I,60-01794453607,2011-04-27 22:24:52,161
SA-0009-04-02,I,60-01966827390,2012-08-15 04:07:45,267
SA-0037-94-05,I,60-01223583599,2011-04-01 15:13:49,295
SA-0290-06-89,I,60-01136416929,2011-07-05 02:20:42,510
SA-0144-10-84,I,60-01038376504,2011-05-31 14:32:30,197
SA-0249-45-54,I,60-01165924284,2012-06-29 12:13:54,930
SA-0080-84-93,I,60-01684156351,2012-09-21 11:23:22,124
SA-0037-94-05,I,60-01415428420,2011-04-06 00:09:21,290
SA-0005-14-91,I,60-01026194405,2012-11-22 20:11:40,623
SA-0279-91-74,I,60-01327708529,2012-07-26 13:38:37,878
SA-0339-42-22,I,60-01190161302,2012-12-13 01:35:14,192
SA-0107-05-98,I,60-01365389545,2012-03-16 10:41:04,699
SA-0210-42-47,I,60-01387780266,2012-07-31 11:42:34,475
SA-0361-84-31,I,60-01566930754,2012-07-11 12:27:47,673
SA-0227-78-67,I,60-01955319049,2011-01-14 08:53:11,196
SA-0147-43-82,I,60-01704847101,2011-07-05 22:11:27,889
SA-0290-06-89,I,60-01248976783,2012-11-22 17:51:43,808
SA-0145-41-01,I,60-01844095366,2011-08-07 09:01:39,327
SA-0305-50-15,I,60-01432600942,2011-08-13 13:36:58,989
SA-0050-81-89,I,60-01057726313,2011-07-29 05:09:17,691
SA-0092-93-02,I,60-01693552349,2012-07-26 09:39:24,182
SA-0279-91-74,I,60-01999891777,2012-01-14 13:11:15,979
SA-0222-28-58,I,60-01721301727,2011-12-23 21:10:29,723
SA-0133-16-62,I,60-01772078687,2012-05-31 02:44:14,125
SA-0182-19-79,I,60-01559772156,2012-07-18 07:12:13,409
SA-0414-20-79,I,60-01036189936,2012-10-31 02:58:12,216
SA-0414-86-48,I,60-01027762724,2011-06-15 16:37:01,640
SA-0249-45-54,I,60-01670480809,2011-06-16 01:35:10,757
SA-0063-02-33,I,60-01220604761,2011-07-13 12:24:20,490
SA-0202-82-34,I,60-01408859224,2011-07-10 04:35:02,231
SA-0147-43-82,I,60-01313369574,2011-03-28 09:55:29,337
SA-0145-41-01,I,60-01802811045,2012-05-02 13:35:04,875
SA-0012-71-76,I,60-01154974628,2011-03-14 12:58:25,714
SA-0220-61-46,I,60-01922544357,2012-05-04 17:20:07,292
SA-0335-96-08,I,60-01608517983,2011-01-11 13:28:39,119
SA-0414-86-48,I,60-01191184972,2011-10-15 14:32:36,76
SA-0202-82-34,I,60-01116159596,2011-01-29 10:36:30,590
SA-0080-84-93,I,60-01624178623,2011-05-16 21:19:14,914
SA-0050-81-89,I,60-01601557925,2011-09-26 17:11:41,984
SA-0037-94-05,I,60-01105808511,2011-03-19 08:00:24,314
SA-0138-33-52,I,60-01882275815,2011-09-26 19:35:16,146
SA-0133-16-62,I,60-01608357071,2012-09-15 13:34:59,406
SA-0145-41-01,I,60-01801817216,2012-01-01 04:24:54,846
SA-0279-91-74,I,60-01012168986,2011-08-06 14:02:28,846
SA-0145-41-01,I,60-01144115830,2011-09-21 13:37:43,276
SA-0112-53-34,I,60-01482996396,2012-07-14 08:48:50,769
SA-0144-10-84,I,60-01386506113,2012-12-20 22:55:13,333
SA-0414-86-48,I,60-01377321002,2012-02-09 04:14:07,201
SA-0155-74-77,I,60-01206232366,2011-06-11 06:10:15,605
SA-0145-41-01,I,60-01623145492,2012-05-01 10:24:43,453
SA-0401-55-12,I,60-01300293931,2012-05-01 15:23:56,676
SA-0220-48-64,I,60-01847482207,2011-08-12 17:28:01,461
SA-0145-41-01,I,60-01456103201,2011-06-26 20:04:52,613
SA-0063-02-33,I,60-01052748393,2011-03-12 08:01:46,983
SA-0133-16-62,I,60-01567720201,2011-05-17 21:11:57,496
SA-0033-12-88,I,60-01200665029,2012-01-16 14:30:14,73
SA-0037-94-05,I,60-01932361430,2011-01-05 05:01:44,415
SA-0378-80-96,I,60-01298651922,2012-08-11 16:25:21,698
SA-0107-05-98,I,60-01021344376,2012-01-05 21:12:53,519
SA-0305-50-15,I,60-01848459614,2012-09-13 10:00:14,844
SA-0249-45-54,I,60-01604094976,2012-06-26 18:46:59,988
SA-0144-10-84,I,60-01753327068,2011-06-16 18:06:36,425
SA-0021-95-06,I,60-01003422517,2012-05-18 00:35:27,250
SA-0186-07-48,I,60-01070068773,2011-05-16 23:50:56,997
SA-0012-71-76,I,60-01557793233,2011-03-28 00:39:53,986
SA-0202-82-34,I,60-01129185297,2011-02-08 10:14:35,875
SA-0182-19-79,I,60-01342866717,2012-04-09 11:58:50,480
SA-0144-10-84,I,60-01190933385,2012-10-25 17:58:46,514
SA-0378-80-96,I,60-01024415795,2012-09-23 12:40:21,295
SA-0187-35-19,I,60-01121372517,2012-11-28 13:51:03,135
SA-0107-05-98,I,60-01224188570,2012-02-24 03:48:45,304
SA-0414-20-79,I,60-01098729229,2011-05-07 06:57:01,862
SA-0261-41-34,I,60-01112492061,2012-01-18 23:00:15,973
SA-0220-61-46,I,60-01750692255,2011-05-03 10:26:58,399
SA-0314-69-44,I,60-01165936475,2011-05-06 04:45:37,807
SA-0312-94-95,I,60-01629172446,2011-07-23 03:44:22,534
SA-0361-84-31,I,60-01677829762,2011-11-13 04:37:19,419
SA-0009-04-02,I,60-01631650194,2011-09-07 07:34:41,928
SA-0401-55-12,I,60-01409345671,2012-08-18 00:44:22,416
SA-0155-74-77,I,60-01378828906,2011-05-02 05:06:45,106
SA-0222-28-58,I,60-01601547587,2011-06-14 04:09:42,258
SA-0220-61-46,I,60-01823278005,2012-05-17 23:30:20,151
SA-0187-35-19,I,60-01283149175,2011-09-08 08:23:38,710
SA-0290-06-89,I,60-01954639693,2012-07-30 18:34:51,92
SA-0401-55-12,I,60-01188340434,2011-01-01 13:03:26,808
SA-0312-94-95,I,60-01220831442,2011-01-23 22:15:47,271
SA-0263-79-37,I,60-01097585872,2011-02-19 12:58:16,471
SA-0114-12-73,I,60-01605714716,2011-05-27 06:55:52,554
SA-0186-07-48,I,60-01620484352,2011-02-15 07:11:36,646
SA-0155-74-77,I,60-01544974243,2011-07-30 02:35:49,792
SA-0114-12-73,I,60-01737358848,2011-04-22 20:39:34,224
SA-0185-10-64,I,60-01185517424,2012-07-11 07:29:20,671
SA-0279-91-74,I,60-01458188890,2012-04-22 05:09:48,760
SA-0063-02-33,I,60-01863684080,2012-03-24 10:12:08,906
SA-0222-28-58,I,60-01058594723,2011-04-06 16:40:59,444
SA-0182-19-79,I,60-01591877284,2012-02-11 06:31:28,184
SA-0202-82-34,I,60-01169510000,2012-11-20 19:13:09,221
SA-0305-50-15,I,60-01313597496,2012-04-12 05:52:26,852
SA-0080-84-93,I,60-01687713401,2012-02-02 19:23:04,696
SA-0133-16-62,I,60-01285218483,2011-01-17 23:21:02,126
SA-0114-12-73,I,60-01194453442,2011-10-31 02:15:26,667
SA-0290-06-89,I,60-01757196828,2011-08-11 20:42:28,63
SA-0009-04-02,I,60-01498301497,2011-11-24 01:21:38,224
SA-0009-04-02,I,60-01153050035,2011-06-16 11:18:57,458
SA-0182-19-79,I,60-01711596798,2011-07-13 09:11:17,334
SA-0107-05-98,I,60-01500921469,2012-04-01 17:28:13,239
SA-0210-42-47,I,60-01953291699,2011-10-16 07:15:52,437
SA-0335-96-08,I,60-01089220951,2011-09-05 11:18:27,166
SA-0187-35-19,I,60-01624503328,2012-08-03 09:52:04,165
SA-0050-81-89,I,60-01319857083,2011-08-31 23:24:47,479
SA-0263-79-37,I,60-01510675362,2011-05-17 23:05:06,914
SA-0009-04-02,I,60-01875145940,2012-10-22 10:04:30,695
SA-0021-95-06,I,60-01892676456,2012-02-06 21:30:30,784
SA-0249-45-54,I,60-01423546812,2011-10-06 05:52:00,438
SA-0378-80-96,I,60-01200412070,2012-02-06 17:52:25,639
SA-0290-06-89,I,60-01034456423,2011-06-05 18:39:16,919
SA-0107-05-98,I,60-01001201485,2011-05-27 13:34:30,176
SA-0314-69-44,I,60-01074726738,2011-02-21 19:26:34,482
SA-0063-02-33,I,60-01092781537,2012-02-18 01:03:21,94
SA-0009-04-02,I,60-01375023803,2011-04-11 06:54:11,927
SA-0138-33-52,I,60-01566005090,2011-11-27 00:01:00,665
SA-0339-42-22,I,60-01295970071,2012-07-02 10:33:56,306
SA-0187-35-19,I,60-01234240879,2011-09-19 16:19:08,64
SA-0012-71-76,I,60-01191966861,2011-09-18 00:32:37,397
SA-0033-12-88,I,60-01319235944,2012-06-30 07:49:48,697
SA-0186-07-48,I,60-01903571016,2012-03-05 04:40:56,258
SA-0312-94-95,I,60-01750196887,2012-08-03 05:58:24,440
SA-0414-86-48,I,60-01491680677,2011-09-10 01:39:12,656
SA-0339-42-22,I,60-01236702611,2011-07-16 10:46:37,287
SA-0021-95-06,I,60-01826821832,2012-04-14 03:38:27,116
SA-0187-35-19,I,60-01997931060,2011-07-01 16:41:09,163
SA-0263-79-37,I,60-01517182724,2011-10-30 19:19:03,437
SA-0378-80-96,I,60-01398498586,2011-11-05 08:19:44,975
SA-0186-07-48,I,60-01257238342,2011-04-19 22:06:07,941
SA-0414-86-48,I,60-01666206961,2011-11-29 14:37:58,571
SA-0155-74-77,I,60-01545247806,2012-05-06 03:42:13,675
SA-0186-07-48,I,60-01396631864,2012-06-26 10:25:24,323
SA-0303-06-26,I,60-01940086808,2011-08-05 01:40:11,639
SA-0182-19-79,I,60-01529244324,2012-01-10 11:59:03,566
SA-0249-45-54,I,60-01888328946,2012-07-01 23:55:53,862
SA-0339-42-22,I,60-01353954593,2012-10-27 03:54:33,801
SA-0305-50-15,I,60-01229675978,2012-12-12 03:42:39,195
SA-0080-84-93,I,60-01296091742,2012-02-03 20:56:33,112
SA-0151-98-79,I,60-01147803315,2012-09-30 17:03:40,79
SA-0401-55-12,I,60-01033767355,2012-11-24 00:37:40,747
SA-0220-61-46,I,60-01336549103,2012-11-24 22:23:32,963
SA-0021-95-06,I,60-01499708536,2012-06-21 08:00:17,375
SA-0147-43-82,I,60-01892206556,2012-11-30 20:52:07,805
SA-0290-06-89,I,60-01710406008,2011-09-25 18:10:07,915
SA-0182-19-79,I,60-01380465322,2011-04-15 11:52:31,909
SA-0339-42-22,I,60-01037551318,2011-10-06 05:09:49,950
SA-0151-98-79,I,60-01679837964,2011-12-08 04:20:45,159
SA-0227-78-67,I,60-01338851250,2012-08-24 22:22:51,954
SA-0144-10-84,I,60-01268993790,2011-12-14 20:13:30,582
SA-0009-04-02,I,60-01071294473,2012-06-21 09:22:58,864
SA-0021-95-06,I,60-01655807609,2011-07-01 15:30:32,147
SA-0414-86-48,I,60-01294418774,2012-04-10 19:26:41,844
SA-0112-53-34,I,60-01994698543,2011-08-31 08:22:31,225
SA-0305-50-15,I,60-01218091391,2012-04-13 00:49:37,670
SA-0361-84-31,I,60-01805460037,2012-08-15 11:19:31,120
SA-0261-41-34,I,60-01009740887,2011-02-12 11:50:38,272
SA-0147-43-82,I,60-01711799802,2012-11-06 03:52:39,752
SA-0145-41-01,I,60-01633744722,2012-09-19 04:01:17,921
SA-0279-91-74,I,60-01764596025,2011-02-06 01:38:12,336
SA-0187-35-19,I,60-01296164354,2012-05-10 00:49:24,972
SA-0279-91-74,I,60-01534091366,2011-06-18 19:43:18,442
SA-0261-41-34,I,60-01984896337,2011-10-24 06:46:59,346
SA-0112-53-34,I,60-01438862032,2012-09-09 07:28:37,275
SA-0401-55-12,I,60-01932065182,2012-09-08 11:00:32,743
SA-0055-36-68,I,60-01054718439,2011-03-22 06:09:19,142
SA-0401-55-12,I,60-01410786981,2011-03-06 12:15:24,303
SA-0112-53-34,I,60-01091013072,2012-04-30 02:12:39,456
SA-0145-41-01,I,60-01608162217,2011-07-19 07:50:00,325
SA-0182-19-79,I,60-01135056533,2011-06-29 04:45:21,619
SA-0005-14-91,I,60-01421731613,2012-03-16 03:20:30,202
SA-0339-42-22,I,60-01999598806,2011-09-09 22:18:26,797
SA-0220-61-46,I,60-01918012235,2011-07-14 11:48:17,242
SA-0252-71-33,I,60-01560754114,2011-02-10 00:19:23,846
SA-0263-79-37,I,60-01697288087,2011-06-10 04:57:08,772
SA-0222-28-58,I,60-01814767944,2011-05-18 06:17:14,416
SA-0220-48-64,I,60-01456731965,2012-09-17 00:12:38,458
SA-0339-42-22,I,60-01610859446,2012-10-06 21:41:55,299
SA-0227-78-67,I,60-01988906425,2012-01-01 11:51:49,473
SA-0312-94-95,I,60-01287156898,2011-12-28 20:08:44,333
SA-0182-19-79,I,60-01871230636,2012-05-22 21:53:12,718
SA-0055-36-68,I,60-01218585442,2011-11-01 09:39:16,689
SA-0249-45-54,I,60-01750558432,2011-11-28 11:49:20,936
SA-0414-86-48,I,60-01276387531,2011-12-03 23:50:53,989
SA-0185-10-64,I,60-01052572625,2012-07-18 23:07:20,541
SA-0182-19-79,I,60-01927757832,2012-09-05 00:14:50,678
SA-0263-79-37,I,60-01514102923,2012-03-18 11:10:23,282
SA-0063-02-33,I,60-01577420021,2011-08-30 11:47:19,937
SA-0186-07-48,I,60-01549921345,2012-07-01 07:49:07,752
SA-0401-55-12,I,60-01407884762,2012-11-20 18:18:49,996
SA-0220-48-64,I,60-01163667392,2011-04-28 20:19:23,336
SA-0343-60-69,I,60-01450518912,2011-01-23 02:52:41,65
SA-0252-71-33,I,60-01952136096,2012-07-15 14:37:22,630
SA-0401-55-12,I,60-01471210901,2011-11-11 03:45:11,911
SA-0186-07-48,I,60-01602565018,2011-02-07 15:15:41,62
SA-0144-10-84,I,60-01492539692,2012-09-16 11:54:48,648
SA-0187-35-19,I,60-01120735240,2012-04-21 19:08:14,600
SA-0187-35-19,I,60-01485809565,2011-05-07 18:33:37,643
SA-0335-96-08,I,60-01584160451,2012-08-30 03:23:52,433
SA-0155-74-77,I,60-01206905920,2011-06-16 08:14:39,876
SA-0187-35-19,I,60-01789271302,2011-11-04 00:13:42,63
SA-0037-94-05,I,60-01351363067,2011-02-26 03:29:03,77
SA-0339-42-22,I,60-01724028696,2011-01-10 07:52:38,153
SA-0414-20-79,I,60-01547110102,2012-08-18 19:37:57,206
SA-0145-41-01,I,60-01934575941,2012-05-03 07:43:01,358
SA-0378-80-96,I,60-01295492368,2011-05-01 12:34:29,825
SA-0063-02-33,I,60-01935236663,2012-11-15 14:07:59,383
SA-0182-19-79,I,60-01665035872,2011-05-04 14:22:16,839
SA-0303-06-26,I,60-01038805075,2011-11-29 22:08:51,477
SA-0210-42-47,I,60-01848258828,2012-07-12 04:57:54,580
SA-0107-05-98,I,60-01336219876,2012-03-08 21:16:18,914
SA-0133-16-62,I,60-01632927184,2012-01-19 12:25:43,683
SA-0312-94-95,I,60-01190899836,2011-12-18 03:08:41,404
SA-0290-06-89,I,60-01246045801,2011-10-19 11:40:40,725
SA-0186-07-48,I,60-01343701596,2012-09-06 07:58:40,663
SA-0114-12-73,I,60-01733972715,2011-01-21 12:19:44,670
SA-0185-10-64,I,60-01167435191,2011-04-08 12:56:14,222
SA-0133-16-62,I,60-01993557960,2011-12-24 23:05:58,83
SA-0339-42-22,I,60-01396960675,2011-08-01 10:52:41,110
SA-0012-71-76,I,60-01071377922,2012-01-23 18:26:28,979
SA-0187-35-19,I,60-01703841381,2012-04-06 08:26:27,480
SA-0012-71-76,I,60-01453911021,2011-01-03 08:02:38,73
SA-0279-91-74,I,60-01640995527,2011-05-26 17:58:26,217
SA-0401-55-12,I,60-01138626474,2012-06-24 09:49:47,444
SA-0414-86-48,I,60-01489382220,2012-08-21 16:17:19,380
SA-0155-74-77,I,60-01733242353,2012-01-12 08:24:15,813
SA-0080-84-93,I,60-01431289955,2011-07-09 03:35:01,79
SA-0252-71-33,I,60-01346423084,2011-11-14 23:03:16,130
SA-0055-36-68,I,60-01064635073,2011-10-03 15:32:35,424
SA-0033-12-88,I,60-01421191479,2011-04-09 07:10:44,917
SA-0186-07-48,I,60-01979249176,2011-08-26 17:43:29,826
SA-0290-06-89,I,60-01376719032,2012-01-25 15:57:45,415
SA-0263-79-37,I,60-01084464454,2011-08-27 17:47:43,834
SA-0378-80-96,I,60-01135319659,2012-11-04 00:04:31,432
SA-0012-71-76,I,60-01928149007,2011-06-10 12:58:27,712
SA-0187-35-19,I,60-01057432261,2011-08-22 02:14:49,615
SA-0249-45-54,I,60-01025143667,2011-03-13 00:16:08,817
SA-0114-12-73,I,60-01090500036,2012-07-26 08:13:33,617
SA-0182-19-79,I,60-01162624294,2011-11-02 12:27:39,948
SA-0037-94-05,I,60-01866740404,2012-04-27 03:35:23,250
SA-0263-79-37,I,60-01024105876,2011-10-11 00:06:10,498
SA-0155-74-77,I,60-01094224223,2011-04-24 15:48:12,106
SA-0107-05-98,I,60-01039719666,2011-04-15 17:39:01,200
SA-0414-86-48,I,60-01651670717,2012-07-21 13:36:21,92
SA-0222-28-58,I,60-01426204374,2011-04-17 18:12:17,238
SA-0401-55-12,I,60-01547052999,2012-01-18 11:03:09,896
SA-0220-48-64,I,60-01876507365,2012-08-17 23:31:05,458
SA-0186-07-48,I,60-01029100902,2012-01-27 04:47:08,580
SA-0186-07-48,I,60-01621335156,2012-12-28 00:54:08,721
SA-0063-02-33,I,60-01300052416,2011-05-03 04:10:30,366
SA-0186-07-48,I,60-01349760091,2011-05-09 05:53:29,238
SA-0414-20-79,I,60-01387111349,2012-09-25 15:15:07,761
SA-0401-55-12,I,60-01382281840,2011-05-22 05:54:16,461
SA-0314-69-44,I,60-01532215504,2011-05-13 06:36:48,716
SA-0312-94-95,I,60-01465042206,2012-05-21 16:34:16,843
SA-0009-04-02,I,60-01479475691,2012-01-22 19:54:32,518
SA-0312-94-95,I,60-01238749405,2011-01-23 17:05:58,634
SA-0147-43-82,I,60-01129500881,2012-05-08 00:26:28,69
SA-0222-28-58,I,60-01298452188,2011-07-05 03:09:57,275
SA-0092-93-02,I,60-01030366524,2011-10-22 19:20:53,275
