AccNo,Type,PhoneNo,CallTime,During_in_secs
SA-0220-61-46,L,68014250,2012-01-18 09:41:20,800
SA-0303-06-26,L,63967883,2012-12-24 19:33:12,805
SA-0186-07-48,L,68803179,2012-07-19 03:05:16,2854
SA-0414-86-48,L,67029411,2011-08-26 03:47:41,846
SA-0222-28-58,L,61388512,2011-04-07 16:18:40,488
SA-0080-84-93,L,67931371,2011-12-22 05:25:56,3195
SA-0037-94-05,L,69954412,2012-10-27 06:51:36,1042
SA-0107-05-98,L,67932783,2012-10-24 17:17:06,847
SA-0202-82-34,L,68549804,2011-06-12 02:56:50,2803
SA-0114-12-73,L,62449740,2012-07-24 09:51:19,1935
SA-0138-33-52,L,65129151,2011-02-07 04:33:50,759
SA-0114-12-73,L,62947180,2012-07-19 16:24:50,1843
SA-0222-28-58,L,69779102,2011-06-25 14:04:49,3572
SA-0343-60-69,L,69600392,2011-02-05 09:44:35,2124
SA-0202-82-34,L,63434443,2011-03-11 03:50:46,671
SA-0305-50-15,L,68416692,2012-01-29 13:44:21,341
SA-0063-02-33,L,67192597,2011-11-27 11:38:59,142
SA-0050-81-89,L,63628873,2012-12-18 23:51:33,1259
SA-0182-19-79,L,68234137,2012-09-23 17:05:53,1715
SA-0187-35-19,L,63654382,2012-08-13 05:48:02,72
SA-0187-35-19,L,65020916,2012-09-30 17:38:29,1279
SA-0182-19-79,L,69702385,2011-07-26 02:45:17,3166
SA-0414-86-48,L,66634329,2011-06-18 02:39:38,150
SA-0155-74-77,L,68541905,2012-05-31 08:26:32,3361
SA-0050-81-89,L,69284338,2011-09-12 02:40:47,3176
SA-0263-79-37,L,65590738,2011-11-01 21:16:01,3551
SA-0378-80-96,L,66643130,2012-01-29 21:32:52,1950
SA-0312-94-95,L,63846549,2011-09-25 21:00:27,3167
SA-0279-91-74,L,65320135,2012-10-15 16:58:37,3378
SA-0279-91-74,L,60774086,2012-10-05 14:04:52,985
SA-0033-12-88,L,67366178,2012-12-13 17:48:52,1791
SA-0033-12-88,L,65780111,2012-10-26 09:15:25,3070
SA-0378-80-96,L,63278585,2011-12-14 17:22:34,935
SA-0249-45-54,L,66667743,2011-04-24 00:22:00,2667
SA-0414-20-79,L,64021682,2011-04-18 01:27:05,720
SA-0145-41-01,L,63612852,2012-03-05 08:23:50,3215
SA-0092-93-02,L,68935826,2012-05-12 16:25:52,2049
SA-0210-42-47,L,64934334,2011-12-03 07:52:13,1157
SA-0210-42-47,L,67028669,2011-06-30 10:23:53,1262
SA-0112-53-34,L,62489680,2012-07-19 14:49:29,3510
SA-0005-14-91,L,69181490,2012-11-21 03:26:05,2254
SA-0252-71-33,L,62831738,2011-12-02 21:55:43,2648
SA-0261-41-34,L,68674192,2012-03-13 20:43:20,2107
SA-0107-05-98,L,69554761,2011-01-26 02:02:39,603
SA-0220-48-64,L,61879227,2011-01-28 06:42:50,780
SA-0343-60-69,L,62743640,2012-10-31 18:27:55,2627
SA-0202-82-34,L,63453770,2012-02-29 22:28:13,3443
SA-0063-02-33,L,64398736,2011-02-15 02:16:58,1150
SA-0037-94-05,L,65034245,2011-10-06 06:22:41,2483
SA-0252-71-33,L,61031528,2011-03-08 18:19:59,2651
SA-0144-10-84,L,65648072,2011-06-06 22:30:52,3036
SA-0187-35-19,L,61545004,2011-02-23 16:40:27,949
SA-0138-33-52,L,68669034,2012-08-14 02:56:05,3286
SA-0361-84-31,L,63288722,2011-06-11 13:44:54,2374
SA-0147-43-82,L,66406581,2012-01-10 13:29:06,3354
SA-0147-43-82,L,66340468,2012-09-14 05:08:57,2512
SA-0005-14-91,L,65738124,2012-04-25 19:36:08,1597
SA-0249-45-54,L,66573534,2012-02-28 09:40:18,3325
SA-0063-02-33,L,68696243,2012-02-09 20:47:34,1562
SA-0261-41-34,L,67537525,2011-08-09 19:26:55,186
SA-0021-95-06,L,64854076,2012-01-31 23:41:17,2117
SA-0279-91-74,L,64901619,2012-02-11 06:29:23,1666
SA-0343-60-69,L,65576303,2012-04-11 19:07:38,3182
SA-0133-16-62,L,68010396,2011-03-17 01:33:45,2636
SA-0314-69-44,L,84677798,2011-02-18 15:54:26,2393
SA-0305-50-15,L,88612776,2011-04-16 10:53:43,1083
SA-0222-28-58,L,80354102,2011-09-24 05:18:06,3396
SA-0185-59-07,L,85834974,2011-07-16 12:49:42,2147
SA-0055-36-68,L,80307766,2012-04-13 07:01:40,1305
SA-0290-06-89,L,89970355,2011-09-19 23:23:45,2162
SA-0314-69-44,L,86672217,2011-04-15 12:16:32,3228
SA-0037-94-05,L,82086366,2011-06-13 00:44:42,2729
SA-0312-94-95,L,86798566,2011-05-14 05:39:05,3156
SA-0414-20-79,L,83349992,2012-08-02 15:15:59,2529
SA-0305-50-15,L,82416270,2011-08-21 18:00:20,208
SA-0092-93-02,L,87469940,2012-02-28 13:05:52,1931
SA-0378-80-96,L,89595343,2012-09-06 16:48:25,3103
SA-0107-05-98,L,83157943,2012-02-13 19:19:02,1052
SA-0290-06-89,L,87014115,2012-09-02 13:10:26,3286
SA-0220-48-64,L,86885632,2012-12-11 23:00:47,2665
SA-0092-93-02,L,81337108,2012-05-08 05:40:36,674
SA-0021-95-06,L,85482952,2012-09-26 08:38:48,1034
SA-0210-42-47,L,81600052,2012-02-15 20:16:41,3289
SA-0312-94-95,L,83669739,2011-06-03 10:42:10,2070
SA-0151-98-79,L,86659311,2011-10-28 11:46:03,3187
SA-0263-79-37,L,89888547,2012-08-13 21:08:36,347
SA-0378-80-96,L,80706464,2011-10-22 16:06:38,3227
SA-0210-42-47,L,87669201,2011-03-05 20:01:27,2126
SA-0037-94-05,L,84702490,2011-01-13 08:49:02,182
SA-0220-61-46,L,80075760,2011-06-08 07:36:44,490
SA-0145-41-01,L,83219712,2012-07-10 15:05:01,3057
SA-0155-74-77,L,80915811,2012-03-09 02:27:19,679
SA-0037-94-05,L,89973785,2011-11-26 02:25:49,3414
SA-0145-41-01,L,81779987,2011-10-26 10:31:09,3403
SA-0401-55-12,L,89837199,2011-07-27 16:24:10,3192
SA-0080-84-93,L,80576749,2012-03-23 16:52:23,3225
SA-0144-10-84,L,83666200,2011-03-01 17:41:30,1853
SA-0182-19-79,L,86014973,2011-06-29 17:52:37,2157
SA-0335-96-08,L,87878288,2011-07-07 18:11:45,1305
SA-0249-45-54,L,86531815,2011-05-26 14:05:21,3383
SA-0009-04-02,L,89524611,2012-11-07 09:41:38,2023
SA-0222-28-58,L,84798188,2011-11-08 10:06:58,3447
SA-0303-06-26,L,84853378,2011-06-15 02:40:24,430
SA-0187-35-19,L,80599019,2011-10-18 23:11:51,1298
SA-0145-41-01,L,80844770,2011-03-06 04:14:45,1563
SA-0312-94-95,L,84375310,2012-08-02 06:38:05,384
SA-0133-16-62,L,84299168,2012-05-22 13:18:41,1301
SA-0220-48-64,L,83219682,2011-05-14 16:18:43,2472
SA-0335-96-08,L,87027375,2012-02-27 08:20:23,2353
SA-0220-61-46,L,82673006,2012-02-18 10:25:17,3482
SA-0305-50-15,L,84505783,2011-10-31 10:51:03,2942
SA-0343-60-69,L,87786297,2011-12-15 21:17:37,1937
SA-0305-50-15,L,84489442,2011-07-12 02:29:33,3095
SA-0037-94-05,L,89698009,2011-11-24 09:54:26,1099
SA-0144-10-84,L,82688967,2011-03-24 18:50:04,3409
SA-0227-78-67,L,88815313,2012-12-02 00:46:22,471
SA-0249-45-54,L,87578087,2012-10-30 08:37:12,3021
SA-0182-19-79,L,86087284,2011-08-31 12:36:10,2107
SA-0021-95-06,L,81587179,2012-02-04 18:06:57,634
SA-0182-19-79,L,82703593,2012-05-28 15:40:20,3502
SA-0145-41-01,L,86165537,2011-06-04 22:46:59,3498
SA-0249-45-54,L,81409705,2012-08-08 19:35:20,2671
SA-0182-19-79,L,83715304,2011-06-20 19:12:36,2888
SA-0112-53-34,L,82702048,2011-09-18 16:42:53,1755
SA-0210-42-47,L,81629449,2011-05-15 22:45:14,783
SA-0185-59-07,L,84261986,2011-06-10 07:22:16,125
SA-0249-45-54,L,85106246,2011-08-25 11:30:04,3547
SA-0343-60-69,L,84838313,2011-12-13 09:38:22,3143
SA-0063-02-33,L,87653743,2011-09-29 18:35:38,433
SA-0186-07-48,L,81540039,2012-06-27 01:01:09,2215
SA-0092-93-02,L,83152121,2011-12-01 16:58:36,915
SA-0155-74-77,L,87920973,2012-11-19 04:50:24,1114
SA-0033-12-88,L,82499827,2011-01-12 03:19:40,3129
SA-0187-35-19,L,84026977,2012-05-15 10:23:18,3359
SA-0005-14-91,L,82243848,2011-08-10 11:30:56,3027
SA-0063-02-33,L,86271837,2011-07-28 15:15:45,1647
SA-0252-71-33,L,89622966,2011-08-21 21:50:09,1730
SA-0092-93-02,L,85685495,2011-10-03 15:48:22,3464
SA-0092-93-02,L,87186849,2011-10-22 18:55:51,903
SA-0220-61-46,L,82186467,2012-04-16 21:31:33,1786
SA-0343-60-69,L,84648771,2011-08-07 13:47:53,2138
SA-0401-55-12,L,87121516,2011-06-21 06:08:06,865
SA-0138-33-52,L,89207292,2011-10-13 10:45:15,1568
SA-0037-94-05,L,80438349,2011-06-13 08:11:19,2210
SA-0133-16-62,L,82831315,2012-11-09 05:12:41,2590
SA-0005-14-91,L,83260022,2012-07-07 23:29:03,2766
SA-0185-10-64,L,83453346,2012-03-12 16:17:08,2846
SA-0012-71-76,L,81478825,2011-11-14 07:17:57,2628
SA-0314-69-44,L,89506746,2012-12-29 10:31:13,1123
SA-0210-42-47,L,81513132,2011-09-23 20:22:35,3553
SA-0414-20-79,L,80249365,2012-07-27 18:26:37,208
SA-0055-36-68,L,81292629,2011-05-17 17:47:00,1406
SA-0063-02-33,L,89775957,2011-05-03 00:59:47,2900
SA-0414-20-79,L,82967785,2012-06-01 02:27:22,1777
SA-0055-36-68,L,81889334,2011-03-13 06:11:47,3300
SA-0414-86-48,L,80288483,2012-02-10 08:29:54,607
SA-0227-78-67,L,86816242,2012-05-27 05:27:00,3577
SA-0033-12-88,L,84378830,2011-03-14 01:14:07,1756
SA-0361-84-31,L,81799592,2012-09-29 22:13:02,545
SA-0305-50-15,L,84036839,2012-08-09 23:33:23,1505
SA-0314-69-44,L,89437826,2012-03-24 21:36:41,3158
SA-0279-91-74,L,84436813,2012-12-25 08:56:22,1739
SA-0021-95-06,L,87840308,2012-02-25 21:50:48,2409
SA-0187-35-19,L,81470725,2011-10-23 12:12:23,365
SA-0414-86-48,L,89584031,2012-10-10 02:07:47,2019
SA-0305-50-15,L,85482188,2012-03-28 13:59:35,1913
SA-0378-80-96,L,80877430,2011-08-10 04:27:57,2761
SA-0009-04-02,L,81711620,2012-12-22 07:13:25,2280
SA-0361-84-31,L,86674334,2011-10-11 13:08:19,3418
SA-0033-12-88,L,84940419,2012-02-21 10:31:40,2475
SA-0114-12-73,L,82737224,2012-09-16 09:21:35,2050
SA-0279-91-74,L,80728340,2012-12-20 14:29:40,3227
SA-0414-20-79,L,84499165,2011-02-05 22:09:59,1480
SA-0414-20-79,L,89966152,2012-10-14 08:07:20,1651
SA-0187-35-19,L,82001585,2012-12-19 10:18:51,1099
SA-0261-41-34,L,85739403,2012-06-27 23:32:39,1209
SA-0147-43-82,L,81763849,2011-07-28 06:13:35,1430
SA-0227-78-67,L,89664238,2012-10-01 06:28:19,404
SA-0185-10-64,L,85493523,2012-08-09 06:13:50,670
SA-0339-42-22,L,87020288,2012-03-10 10:22:18,2541
SA-0314-69-44,L,89195265,2012-10-14 05:52:10,552
SA-0401-55-12,L,80195646,2011-06-25 00:40:14,1429
SA-0185-59-07,L,81677120,2011-07-20 10:40:53,1251
SA-0401-55-12,L,81882381,2012-08-31 00:31:04,3331
SA-0227-78-67,L,85940315,2011-03-18 03:31:22,3497
SA-0202-82-34,L,86619124,2012-06-07 13:41:56,839
SA-0009-04-02,L,89767590,2012-04-01 04:45:27,1857
SA-0112-53-34,L,87021601,2011-04-21 14:55:13,1080
SA-0080-84-93,L,89481648,2011-03-04 10:34:57,818
SA-0339-42-22,L,86130612,2011-02-07 13:40:03,913
SA-0145-41-01,L,86748650,2012-05-28 02:42:31,2956
SA-0227-78-67,L,87254709,2011-07-01 08:49:07,3310
SA-0145-41-01,L,84011616,2012-12-20 22:14:34,3374
SA-0261-41-34,L,82253947,2011-07-01 05:00:14,453
SA-0055-36-68,L,86044962,2011-07-30 16:39:36,3032
SA-0080-84-93,L,89021059,2011-04-13 19:30:03,978
SA-0080-84-93,L,83057451,2012-08-21 02:07:02,2251
SA-0138-33-52,L,85154977,2011-01-23 17:13:17,709
SA-0222-28-58,L,88146455,2012-12-20 19:43:25,2075
SA-0252-71-33,L,82357147,2012-04-09 12:13:09,2025
SA-0037-94-05,L,83480523,2012-04-29 12:25:11,2316
SA-0012-71-76,L,82593822,2012-10-06 10:16:04,496
SA-0227-78-67,L,88886793,2012-08-30 11:03:48,158
SA-0210-42-47,L,86197803,2011-07-20 07:38:30,2650
SA-0107-05-98,L,89449173,2012-03-22 22:12:07,1218
SA-0114-12-73,L,89510268,2012-09-06 02:32:16,2435
SA-0312-94-95,L,80304032,2012-08-17 12:29:45,1107
SA-0187-35-19,L,86369614,2012-02-05 18:00:58,2987
SA-0303-06-26,L,84305406,2011-02-10 11:21:20,2400
SA-0335-96-08,L,84362964,2011-10-03 02:12:42,1492
SA-0107-05-98,L,85472130,2012-10-26 16:52:47,2375
SA-0107-05-98,L,83785945,2012-01-16 04:51:36,2358
SA-0033-12-88,L,82542707,2011-09-23 07:14:27,186
SA-0339-42-22,L,83452182,2012-12-10 22:22:45,2580
SA-0185-59-07,L,88589890,2011-12-17 22:03:26,1417
SA-0220-61-46,L,87899387,2012-11-06 10:47:34,1106
SA-0107-05-98,L,84557039,2012-11-11 12:46:58,3288
SA-0227-78-67,L,80102192,2011-09-26 15:09:28,976
SA-0005-14-91,L,80493989,2011-08-05 21:22:28,2521
SA-0222-28-58,L,88981723,2012-07-10 14:45:22,372
SA-0112-53-34,L,87054563,2011-06-07 03:30:12,696
SA-0185-59-07,L,88990171,2012-06-02 13:51:53,2092
SA-0222-28-58,L,82100818,2011-04-23 15:47:49,1585
SA-0222-28-58,L,89494691,2012-04-12 21:47:18,2272
SA-0220-48-64,L,81003801,2012-02-07 23:05:23,649
SA-0182-19-79,L,80673888,2011-06-24 12:58:20,2107
SA-0050-81-89,L,86053669,2012-01-14 02:18:10,2807
SA-0185-10-64,L,85747191,2011-07-12 05:16:48,3033
SA-0055-36-68,L,81123433,2012-09-14 21:13:29,1858
SA-0252-71-33,L,86452889,2012-04-21 04:58:05,1686
SA-0263-79-37,L,81254519,2011-01-17 03:28:40,823
SA-0050-81-89,L,82573118,2012-02-15 13:15:51,755
SA-0187-35-19,L,89586866,2011-12-24 11:32:07,2808
SA-0314-69-44,L,81491343,2011-09-28 16:36:38,617
SA-0414-20-79,L,83484499,2011-09-18 15:08:52,1337
SA-0401-55-12,L,86324377,2011-04-10 16:11:34,2137
SA-0290-06-89,L,81503827,2011-12-13 20:31:32,2812
SA-0145-41-01,L,87670281,2012-09-03 17:39:00,3534
SA-0055-36-68,L,83728416,2012-06-08 03:34:37,285
SA-0312-94-95,L,80987141,2012-02-23 11:01:37,1997
SA-0080-84-93,L,83436673,2012-10-30 19:44:32,1057
SA-0021-95-06,L,85873165,2012-04-08 04:33:44,3291
SA-0202-82-34,L,89718490,2012-04-18 19:55:53,2550
SA-0114-12-73,L,89307552,2011-12-30 10:47:29,2355
SA-0261-41-34,L,89536054,2012-06-26 19:58:31,1831
SA-0305-50-15,L,85248377,2012-12-03 08:32:36,1799
SA-0155-74-77,L,88222232,2011-02-20 13:04:25,2295
SA-0063-02-33,L,89148819,2012-04-19 16:01:17,2230
SA-0305-50-15,L,80776207,2011-05-28 14:46:24,2331
SA-0220-48-64,L,80038833,2011-01-31 04:26:35,256
SA-0210-42-47,L,85518228,2012-07-12 09:02:37,2880
SA-0314-69-44,L,82523014,2012-03-21 09:11:18,3568
SA-0414-86-48,L,88419135,2011-10-17 11:58:45,3116
SA-0080-84-93,L,84311133,2012-01-23 08:33:02,2785
SA-0305-50-15,L,84864935,2011-10-26 05:54:42,860
SA-0187-35-19,L,85638374,2011-07-11 03:15:31,3196
SA-0092-93-02,L,81856704,2012-07-06 03:30:13,2320
SA-0012-71-76,L,88444252,2011-12-25 02:56:06,2733
SA-0263-79-37,L,88101649,2012-10-17 02:50:18,2863
SA-0303-06-26,L,83011896,2012-07-07 09:17:39,1147
SA-0249-45-54,L,81773123,2011-10-25 00:12:46,1343
SA-0202-82-34,L,89153851,2011-02-09 17:52:33,2108
SA-0222-28-58,L,85928197,2012-11-18 17:04:52,400
SA-0252-71-33,L,85102857,2011-12-06 01:49:32,2952
SA-0112-53-34,L,86961977,2011-10-22 22:48:35,1163
SA-0155-74-77,L,80591753,2012-05-28 10:41:15,1280
SA-0155-74-77,L,82085961,2011-12-19 01:36:55,870
SA-0055-36-68,L,89502938,2011-05-13 21:30:44,698
SA-0210-42-47,L,86010026,2011-10-23 15:50:10,1564
SA-0222-28-58,L,88956613,2011-11-17 11:32:37,481
SA-0305-50-15,L,82621653,2012-03-05 05:30:57,729
SA-0279-91-74,L,82637966,2011-05-24 15:32:57,2321
SA-0227-78-67,L,86310950,2011-09-02 21:15:15,3597
SA-0055-36-68,L,85058815,2011-09-11 18:18:37,147
SA-0012-71-76,L,87048383,2011-11-06 07:11:32,3445
SA-0335-96-08,L,84234210,2012-12-11 18:32:25,1749
SA-0187-35-19,L,89756915,2012-08-19 15:28:09,2552
SA-0050-81-89,L,84578836,2011-08-03 08:59:35,1541
SA-0012-71-76,L,82757837,2011-04-01 20:44:34,2939
SA-0279-91-74,L,85584588,2012-08-14 02:45:00,2687
SA-0290-06-89,L,85627790,2012-09-02 19:22:31,79
SA-0361-84-31,L,84330031,2011-12-05 06:47:04,2455
SA-0227-78-67,L,88728696,2011-06-24 10:29:54,2161
SA-0092-93-02,L,83196599,2011-08-04 20:26:15,2097
SA-0133-16-62,L,88435658,2012-03-03 08:15:10,2866
SA-0063-02-33,L,81916031,2011-11-12 22:14:42,788
SA-0312-94-95,L,87932266,2012-09-01 07:43:25,330
SA-0009-04-02,L,89079763,2011-12-17 09:08:30,2553
SA-0279-91-74,L,83421439,2012-08-13 09:42:09,2107
SA-0314-69-44,L,85136678,2012-08-25 14:28:56,1024
SA-0151-98-79,L,83055934,2011-10-03 16:45:18,1248
SA-0145-41-01,L,83936490,2012-05-28 11:59:26,727
SA-0312-94-95,L,88063468,2012-06-06 01:45:00,142
SA-0186-07-48,L,85144442,2012-07-19 21:37:37,3324
SA-0249-45-54,L,81179823,2011-03-08 00:16:42,2545
SA-0185-10-64,L,80131498,2012-04-23 03:06:38,2210
SA-0182-19-79,L,86135140,2012-01-27 05:43:14,3355
SA-0155-74-77,L,80357163,2012-11-12 07:43:43,3030
SA-0147-43-82,L,84987239,2012-07-04 08:07:51,1060
SA-0107-05-98,L,84063176,2011-09-24 23:44:12,989
SA-0080-84-93,L,88166055,2011-07-04 03:35:51,3244
SA-0222-28-58,L,85947580,2011-04-22 08:09:29,1284
SA-0187-35-19,L,81873643,2012-12-08 22:55:34,2055
SA-0249-45-54,L,85750092,2011-10-24 20:56:33,124
SA-0112-53-34,L,80507851,2011-01-28 07:21:17,1995
SA-0335-96-08,L,81725584,2011-08-22 16:04:29,1831
SA-0151-98-79,L,87821713,2012-06-08 04:16:59,2092
SA-0220-61-46,L,84985844,2011-08-14 09:19:34,913
SA-0227-78-67,L,82701618,2012-05-22 13:40:35,388
SA-0305-50-15,L,89212238,2011-07-05 12:57:07,510
SA-0312-94-95,L,83347761,2012-05-07 12:30:17,1798
SA-0138-33-52,L,81396939,2012-08-18 07:09:18,2058
SA-0112-53-34,L,81105584,2012-09-07 01:02:42,2702
SA-0401-55-12,L,87316151,2012-12-11 19:01:58,2208
SA-0222-28-58,L,86836547,2011-04-25 10:56:44,3240
SA-0009-04-02,L,85207912,2011-06-01 19:15:19,3203
SA-0107-05-98,L,81272962,2011-10-07 22:25:39,856
SA-0222-28-58,L,82854338,2012-01-23 04:41:03,3316
SA-0092-93-02,L,84515655,2011-04-03 04:48:22,1402
SA-0401-55-12,L,82782395,2012-04-28 12:27:50,3403
SA-0055-36-68,L,86160723,2011-05-14 10:17:14,400
SA-0012-71-76,L,84422647,2011-02-06 05:53:08,1589
SA-0107-05-98,L,82352915,2012-05-18 03:03:14,863
SA-0009-04-02,L,89124825,2012-05-13 14:22:27,1817
SA-0210-42-47,L,84752492,2012-04-09 17:54:55,491
SA-0378-80-96,L,81423107,2012-10-09 19:56:15,2005
SA-0185-59-07,L,84117516,2011-11-09 11:22:11,437
SA-0037-94-05,L,88843236,2012-04-12 05:06:42,334
SA-0210-42-47,L,80942468,2011-07-14 16:38:59,1987
SA-0343-60-69,L,81492906,2011-06-13 23:45:24,2879
SA-0055-36-68,L,84850741,2011-07-14 19:51:26,1932
SA-0279-91-74,L,85522783,2012-07-27 04:47:47,1397
SA-0112-53-34,L,85596298,2011-04-10 19:04:51,1349
SA-0012-71-76,L,88501355,2012-02-29 11:55:13,1788
SA-0133-16-62,L,86576794,2012-11-05 16:00:07,3149
SA-0279-91-74,L,82177873,2011-05-11 11:56:06,671
SA-0305-50-15,L,89520106,2012-06-11 08:44:15,2970
SA-0037-94-05,L,82722803,2012-04-05 13:38:30,564
SA-0227-78-67,L,88955353,2011-03-12 11:26:09,1343
SA-0147-43-82,L,86027442,2012-02-24 11:31:00,317
SA-0063-02-33,L,86563984,2012-05-17 12:24:42,136
SA-0263-79-37,L,85548526,2012-08-05 22:35:55,106
SA-0361-84-31,L,87486393,2011-04-01 05:09:54,2820
SA-0107-05-98,L,81126082,2012-08-18 16:45:51,3553
SA-0414-86-48,L,80778954,2011-04-01 19:22:15,2279
SA-0252-71-33,L,83384005,2011-05-17 21:18:00,2254
SA-0112-53-34,L,86805055,2011-12-27 23:18:53,3064
SA-0145-41-01,L,84598003,2012-08-30 20:25:33,2445
SA-0220-48-64,L,86230749,2011-04-28 20:03:23,3076
SA-0202-82-34,L,84312800,2011-10-07 06:54:08,2945
SA-0414-86-48,L,82026860,2012-08-27 17:22:16,2003
SA-0050-81-89,L,84764274,2011-02-11 03:15:05,2269
SA-0021-95-06,L,86112714,2011-04-20 03:55:55,2847
SA-0050-81-89,L,84398470,2011-09-06 14:55:56,2057
SA-0261-41-34,L,84349571,2011-11-26 01:00:23,189
SA-0279-91-74,L,87356894,2012-07-17 12:23:50,1512
SA-0186-07-48,L,89140192,2011-04-12 23:53:00,887
SA-0151-98-79,L,86057123,2012-09-21 16:30:24,344
SA-0155-74-77,L,83410060,2011-03-04 11:09:37,1380
SA-0252-71-33,L,83326435,2011-06-10 05:25:30,3226
SA-0021-95-06,L,86664003,2011-06-21 23:51:20,190
SA-0182-19-79,L,85567143,2012-08-10 18:27:46,1252
SA-0114-12-73,L,86767254,2011-10-12 13:59:50,457
SA-0012-71-76,L,89754776,2012-11-20 00:27:04,695
SA-0151-98-79,L,86122607,2012-04-18 05:53:52,2238
SA-0227-78-67,L,84019899,2011-02-07 13:08:02,823
SA-0107-05-98,L,83785271,2012-01-01 14:58:06,2286
SA-0050-81-89,L,83344281,2011-09-17 04:19:32,2533
SA-0009-04-02,L,82998311,2012-10-28 10:08:17,2068
SA-0055-36-68,L,86824637,2011-09-09 18:53:45,131
SA-0263-79-37,L,83769647,2011-02-18 06:31:37,2588
SA-0261-41-34,L,87154258,2012-03-07 04:35:01,1649
SA-0220-61-46,L,88668046,2012-06-30 10:17:18,2974
SA-0114-12-73,L,86910803,2011-12-27 20:42:41,65
SA-0012-71-76,L,85615404,2012-03-26 06:43:52,2826
SA-0185-10-64,L,88509407,2011-09-17 23:02:49,3018
SA-0414-20-79,L,87144673,2011-03-11 17:49:34,175
SA-0187-35-19,L,80806472,2012-08-24 15:28:08,388
SA-0290-06-89,L,88931337,2012-12-30 04:14:47,506
SA-0144-10-84,L,86339119,2012-08-11 13:26:05,2647
SA-0249-45-54,L,81872859,2011-10-16 00:09:08,253
SA-0361-84-31,L,81435257,2011-07-07 16:28:57,3250
SA-0414-20-79,L,81995653,2012-02-06 14:43:39,2394
SA-0186-07-48,L,82506587,2012-07-04 13:04:22,2924
SA-0414-20-79,L,87732116,2011-09-29 06:17:00,912
SA-0210-42-47,L,83935122,2012-02-18 18:47:04,1029
SA-0005-14-91,L,82377494,2012-02-12 14:42:17,676
SA-0210-42-47,L,82789925,2012-03-05 22:13:42,776
SA-0312-94-95,L,82117433,2011-12-13 08:05:37,464
SA-0261-41-34,L,81576611,2011-05-12 15:24:23,3079
SA-0305-50-15,L,84682523,2012-03-21 22:45:08,1813
SA-0037-94-05,L,85460888,2012-03-22 02:19:58,1014
SA-0012-71-76,L,85871584,2011-09-23 10:06:28,1360
SA-0252-71-33,L,86784249,2011-12-24 08:51:25,2655
SA-0114-12-73,L,80612492,2012-05-31 03:39:36,1000
SA-0185-59-07,L,81488043,2012-11-16 07:13:05,1609
SA-0145-41-01,L,86525754,2011-06-24 12:10:02,1173
SA-0037-94-05,L,84357331,2012-02-12 02:22:10,1559
SA-0147-43-82,L,81060507,2011-11-27 22:39:53,1725
SA-0138-33-52,L,83850512,2011-09-03 00:52:55,3434
SA-0378-80-96,L,84719645,2011-01-14 12:34:09,2223
SA-0303-06-26,L,85413782,2011-08-01 01:38:07,3425
SA-0314-69-44,L,86550663,2012-10-27 23:04:55,1490
SA-0021-95-06,L,81605145,2012-10-25 01:52:17,2438
SA-0138-33-52,L,88247837,2012-08-07 01:53:39,2382
SA-0261-41-34,L,83655933,2011-07-07 17:53:46,2972
SA-0290-06-89,L,88615715,2012-03-12 10:04:19,875
SA-0290-06-89,L,80726916,2012-11-02 13:17:03,2980
SA-0339-42-22,L,85095402,2011-09-03 08:30:11,1623
SA-0312-94-95,L,85203173,2012-05-07 17:12:12,959
SA-0186-07-48,L,89561829,2012-07-16 03:25:35,3495
SA-0202-82-34,L,83854439,2012-04-06 02:19:47,216
SA-0138-33-52,L,84903976,2011-06-08 00:52:51,383
SA-0114-12-73,L,88433309,2012-09-15 19:11:59,3497
SA-0210-42-47,L,86921555,2012-03-28 22:57:37,3347
SA-0155-74-77,L,84576531,2012-04-16 13:14:02,2446
SA-0080-84-93,L,86050299,2012-09-16 14:09:29,1757
SA-0210-42-47,L,86705159,2011-02-21 10:45:01,2851
SA-0063-02-33,L,81975362,2012-05-08 04:53:09,210
SA-0263-79-37,L,89959442,2011-12-09 03:14:49,1390
SA-0144-10-84,L,82710314,2012-12-04 10:39:25,2508
SA-0378-80-96,L,85420713,2012-12-29 09:03:40,2241
SA-0335-96-08,L,89173974,2011-07-02 05:53:15,1819
SA-0133-16-62,L,85063945,2011-09-04 05:52:49,2870
SA-0263-79-37,L,84987368,2011-05-12 18:17:31,357
SA-0185-10-64,L,82425778,2012-06-18 13:57:47,2851
SA-0222-28-58,L,81815388,2012-08-30 19:28:41,2134
SA-0290-06-89,L,80575905,2011-05-05 23:16:16,844
SA-0401-55-12,L,88999437,2011-02-26 06:46:04,2431
SA-0185-10-64,L,81869003,2012-11-11 07:08:16,520
SA-0312-94-95,L,87252380,2012-08-08 23:56:32,83
SA-0222-28-58,L,88309452,2011-06-22 02:39:48,479
SA-0414-86-48,L,86876524,2011-05-30 18:13:38,287
SA-0151-98-79,L,88551379,2011-10-28 19:35:05,500
SA-0186-07-48,L,88024568,2012-12-31 04:55:53,1593
SA-0339-42-22,L,80016522,2011-09-25 09:41:19,532
SA-0005-14-91,L,80870762,2012-06-26 21:23:55,3248
SA-0227-78-67,L,88510419,2011-10-09 18:10:23,2615
SA-0107-05-98,L,81917368,2011-12-12 15:37:50,991
SA-0210-42-47,L,88832567,2011-12-02 01:18:18,1680
